,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,Team1,Team2,Result
94,Group stage,6.0,Wed,11/2/2022,19:45 (20:45),Shakhtar ua,0.2,0–4,2.2,de RB Leipzig,"26,045",Stadion Miejski Legii Warszawa im. Marsz...,Michael Oliver,Match Report,,0,4,2
95,Group stage,6.0,Wed,11/2/2022,20:00 (23:00),Manchester City eng,2.0,3–1,0.4,es Sevilla,"51,610",Etihad Stadium,Orel Grinfeeld,Match Report,,3,1,1
96,Group stage,6.0,Wed,11/2/2022,20:00 (23:00),Chelsea eng,2.7,2–1,0.9,hr Dinamo Zagreb,"39,392",Stamford Bridge,François Letexier,Match Report,,2,1,1
97,Group stage,6.0,Wed,11/2/2022,21:00 (23:00),FC Copenhagen dk,1.8,1–1,1.2,de Dortmund,"31,900",Parken,Əliyar Ağayev,Match Report,,1,1,0
98,Group stage,6.0,Wed,11/2/2022,21:00 (23:00),Juventus it,1.6,1–2,0.5,fr Paris S-G,"41,089",Allianz Stadium,Carlos del Cerro,Match Report,,1,2,2
99,Group stage,6.0,Wed,11/2/2022,21:00 (23:00),Milan it,1.8,4–0,1.6,at RB Salzburg,"74,292",Stadio Giuseppe Meazza,Antonio Matéu Lahoz,Match Report,,4,0,1
100,Group stage,6.0,Wed,11/2/2022,22:00 (23:00),Maccabi Haifa il,1.6,1–6,1.5,pt Benfica,"30,464",Sammy Ofer Stadium,Anthony Taylor,Match Report,,1,6,2
102,Round of 16,,Tue,2/14/2023,21:00 (23:00),Paris S-G fr,,,,de Bayern Munich,,Parc des Princes,,Head-to-Head,Leg 1 of 2,,,2
103,Round of 16,,Tue,2/14/2023,21:00 (23:00),Milan it,,,,eng Tottenham,,Stadio Giuseppe Meazza,,Head-to-Head,Leg 1 of 2,,,2
104,Round of 16,,Wed,2/15/2023,21:00 (23:00),Dortmund de,,,,eng Chelsea,,Signal Iduna Park,,Head-to-Head,Leg 1 of 2,,,2
105,Round of 16,,Wed,2/15/2023,21:00 (23:00),Club Brugge be,,,,pt Benfica,,Jan Breydelstadion,,Head-to-Head,Leg 1 of 2,,,2
106,Round of 16,,Tue,2/21/2023,20:00 (23:00),Liverpool eng,,,,es Real Madrid,,Anfield,,Head-to-Head,Leg 1 of 2,,,2
107,Round of 16,,Tue,2/21/2023,21:00 (23:00),Eint Frankfurt de,,,,it Napoli,,Deutsche Bank Park,,Head-to-Head,Leg 1 of 2,,,2
108,Round of 16,,Wed,2/22/2023,21:00 (23:00),RB Leipzig de,,,,eng Manchester City,,Red Bull Arena,,Head-to-Head,Leg 1 of 2,,,2
109,Round of 16,,Wed,2/22/2023,21:00 (23:00),Inter it,,,,pt Porto,,Stadio Giuseppe Meazza,,Head-to-Head,Leg 1 of 2,,,2
110,Round of 16,,Tue,3/7/2023,20:00 (23:00),Chelsea eng,,,,de Dortmund,,Stamford Bridge,,Head-to-Head,Leg 2 of 2,,,2
111,Round of 16,,Tue,3/7/2023,20:00 (23:00),Benfica pt,,,,be Club Brugge,,Estádio do Sport Lisboa e Benfica,,Head-to-Head,Leg 2 of 2,,,2
112,Round of 16,,Wed,3/8/2023,20:00 (23:00),Tottenham eng,,,,it Milan,,Tottenham Hotspur Stadium,,Head-to-Head,Leg 2 of 2,,,2
113,Round of 16,,Wed,3/8/2023,21:00 (23:00),Bayern Munich de,,,,fr Paris S-G,,Allianz Arena,,Head-to-Head,Leg 2 of 2,,,2
114,Round of 16,,Tue,3/14/2023,20:00 (23:00),Porto pt,,,,it Inter,,Estádio Do Dragão,,Head-to-Head,Leg 2 of 2,,,2
115,Round of 16,,Tue,3/14/2023,20:00 (23:00),Manchester City eng,,,,de RB Leipzig,,Etihad Stadium,,Head-to-Head,Leg 2 of 2,,,2
116,Round of 16,,Wed,3/15/2023,21:00 (23:00),Napoli it,,,,de Eint Frankfurt,,Stadio Diego Armando Maradona,,Head-to-Head,Leg 2 of 2,,,2
117,Round of 16,,Wed,3/15/2023,21:00 (23:00),Real Madrid es,,,,eng Liverpool,,Estadio Santiago Bernabéu,,Head-to-Head,Leg 2 of 2,,,2
